timestamp,open,high,low,close,volume
2025-09-16 07:01:00,115825.9,115851.3,115802.7,115851.2,108.68
2025-09-16 07:02:00,115851.3,115854.5,115837.4,115846.2,53.559
2025-09-16 07:03:00,115846.2,115846.2,115840.0,115840.1,28.454
2025-09-16 07:04:00,115840.0,115845.4,115791.6,115817.9,63.781
2025-09-16 07:05:00,115817.9,115818.0,115791.6,115796.8,22.263
2025-09-16 07:06:00,115796.7,115796.8,115728.5,115742.7,125.722
2025-09-16 07:07:00,115742.8,115760.4,115728.0,115760.4,65.531
2025-09-16 07:08:00,115760.3,115802.4,115760.3,115760.7,42.441
2025-09-16 07:09:00,115760.8,115760.8,115692.3,115692.3,16.936
2025-09-16 07:10:00,115692.3,115731.3,115692.3,115731.3,51.156
2025-09-16 07:11:00,115731.3,115772.4,115731.2,115772.4,13.9
2025-09-16 07:12:00,115772.3,115800.0,115772.3,115799.9,90.939
2025-09-16 07:13:00,115800.0,115800.0,115768.5,115768.6,20.08
2025-09-16 07:14:00,115768.5,115785.0,115768.5,115784.9,11.114
2025-09-16 07:15:00,115784.9,115833.0,115771.4,115833.0,45.575
2025-09-16 07:16:00,115832.9,115833.0,115809.1,115817.2,46.841
2025-09-16 07:17:00,115817.1,115817.2,115799.7,115799.8,16.553
2025-09-16 07:18:00,115799.7,115804.5,115785.0,115785.1,22.609
2025-09-16 07:19:00,115785.0,115812.5,115785.0,115812.4,15.133
2025-09-16 07:20:00,115812.4,115815.7,115812.4,115815.7,17.195
2025-09-16 07:21:00,115815.6,115835.7,115807.6,115835.7,28.728
2025-09-16 07:22:00,115835.6,115835.7,115819.9,115835.6,25.759
2025-09-16 07:23:00,115835.6,115835.6,115744.3,115744.3,16.891
2025-09-16 07:24:00,115744.4,115778.7,115744.3,115778.7,35.388
2025-09-16 07:25:00,115778.6,115820.0,115778.6,115820.0,20.418
2025-09-16 07:26:00,115820.0,115821.4,115816.9,115817.8,28.043
2025-09-16 07:27:00,115817.9,115817.9,115803.0,115803.0,10.459
2025-09-16 07:28:00,115803.0,115803.1,115788.4,115788.5,11.397
2025-09-16 07:29:00,115788.4,115788.5,115788.4,115788.4,6.68
2025-09-16 07:30:00,115788.4,115823.0,115784.9,115810.9,29.437
2025-09-16 07:31:00,115810.9,115810.9,115756.3,115756.4,17.81
2025-09-16 07:32:00,115756.4,115756.4,115715.7,115740.5,23.541
2025-09-16 07:33:00,115740.6,115775.1,115740.5,115775.0,8.363
2025-09-16 07:34:00,115775.1,115775.1,115768.8,115775.1,16.345
2025-09-16 07:35:00,115775.1,115775.1,115758.1,115774.7,19.284
2025-09-16 07:36:00,115774.8,115774.8,115765.6,115765.6,18.374
2025-09-16 07:37:00,115765.7,115776.7,115729.6,115729.7,41.137
2025-09-16 07:38:00,115729.7,115729.7,115693.5,115693.6,19.545
2025-09-16 07:39:00,115693.6,115693.6,115680.0,115680.0,23.22
2025-09-16 07:40:00,115680.1,115684.0,115666.0,115684.0,53.574
2025-09-16 07:41:00,115684.0,115739.7,115684.0,115729.9,43.441
2025-09-16 07:42:00,115730.0,115736.3,115729.8,115729.9,14.904
2025-09-16 07:43:00,115729.9,115729.9,115713.7,115713.8,21.831
2025-09-16 07:44:00,115713.8,115750.0,115713.7,115750.0,19.602
2025-09-16 07:45:00,115750.0,115763.0,115749.9,115763.0,11.169
2025-09-16 07:46:00,115763.0,115770.7,115762.9,115770.7,14.533
2025-09-16 07:47:00,115770.7,115770.7,115767.5,115767.5,25.475
2025-09-16 07:48:00,115767.6,115767.6,115767.4,115767.4,23.668
2025-09-16 07:49:00,115767.5,115788.8,115767.4,115772.6,43.458
2025-09-16 07:50:00,115772.6,115772.6,115722.4,115722.4,20.269
2025-09-16 07:51:00,115722.5,115734.9,115722.4,115734.8,18.169
2025-09-16 07:52:00,115734.9,115755.0,115715.7,115715.8,27.279
2025-09-16 07:53:00,115715.8,115720.5,115715.7,115720.4,23.153
2025-09-16 07:54:00,115720.4,115737.3,115720.4,115737.2,18.222
2025-09-16 07:55:00,115737.2,115737.3,115731.4,115731.5,17.969
2025-09-16 07:56:00,115731.5,115731.5,115722.7,115722.7,12.023
2025-09-16 07:57:00,115722.8,115730.0,115722.7,115730.0,6.605
2025-09-16 07:58:00,115730.0,115730.0,115725.5,115725.5,11.234
2025-09-16 07:59:00,115725.6,115799.5,115725.5,115799.4,102.07
2025-09-16 08:00:00,115799.4,115874.6,115793.8,115874.5,147.157
2025-09-16 08:01:00,115874.5,115878.5,115833.4,115833.4,105.018
2025-09-16 08:02:00,115833.4,115873.6,115807.5,115841.9,56.667
2025-09-16 08:03:00,115841.9,115865.5,115837.9,115857.2,36.433
2025-09-16 08:04:00,115857.3,115860.4,115787.0,115801.4,47.432
2025-09-16 08:05:00,115801.4,115801.5,115792.6,115792.7,20.696
2025-09-16 08:06:00,115792.7,115810.0,115787.0,115787.0,42.813
2025-09-16 08:07:00,115787.0,115787.1,115750.0,115758.5,18.013
2025-09-16 08:08:00,115758.5,115844.5,115758.5,115844.5,25.172
2025-09-16 08:09:00,115844.4,115870.0,115841.1,115870.0,30.192
2025-09-16 08:10:00,115870.0,115892.0,115869.9,115891.9,47.71
2025-09-16 08:11:00,115892.0,115909.4,115891.9,115909.3,64.067
2025-09-16 08:12:00,115909.4,115923.0,115891.9,115891.9,91.527
2025-09-16 08:13:00,115891.9,115892.0,115838.3,115838.3,52.226
2025-09-16 08:14:00,115838.3,115919.0,115838.3,115905.1,37.104
2025-09-16 08:15:00,115905.0,115918.9,115894.8,115918.8,31.425
2025-09-16 08:16:00,115918.8,115937.6,115918.8,115937.6,90.215
2025-09-16 08:17:00,115937.5,115945.0,115848.0,115848.1,53.041
2025-09-16 08:18:00,115848.1,115864.3,115812.0,115812.1,46.102
2025-09-16 08:19:00,115812.0,115857.1,115812.0,115836.9,24.385
2025-09-16 08:20:00,115836.9,115848.2,115823.9,115823.9,24.561
2025-09-16 08:21:00,115823.9,115824.0,115736.9,115748.3,47.37
2025-09-16 08:22:00,115748.3,115784.2,115741.8,115784.2,29.278
2025-09-16 08:23:00,115784.2,115813.2,115784.1,115813.2,27.38
2025-09-16 08:24:00,115813.2,115822.6,115763.0,115763.0,27.343
2025-09-16 08:25:00,115763.0,115763.1,115734.5,115734.5,27.019
2025-09-16 08:26:00,115734.5,115734.6,115712.3,115712.3,29.335
2025-09-16 08:27:00,115712.3,115712.5,115706.2,115712.4,39.954
2025-09-16 08:28:00,115712.4,115719.1,115704.7,115704.7,93.008
2025-09-16 08:29:00,115704.7,115704.8,115700.0,115701.2,77.246
2025-09-16 08:30:00,115701.2,115701.3,115671.0,115694.3,78.723
2025-09-16 08:31:00,115694.4,115699.3,115677.4,115677.4,78.069
2025-09-16 08:32:00,115677.4,115712.2,115599.8,115616.4,387.106
2025-09-16 08:33:00,115616.3,115630.9,115546.5,115560.7,212.429
2025-09-16 08:34:00,115560.6,115560.7,115535.1,115550.2,133.871
2025-09-16 08:35:00,115550.1,115550.1,115520.6,115520.6,85.877
2025-09-16 08:36:00,115520.6,115520.6,115468.7,115473.5,90.517
2025-09-16 08:37:00,115473.4,115550.4,115465.8,115545.1,112.256
2025-09-16 08:38:00,115545.0,115600.0,115545.0,115600.0,54.261
2025-09-16 08:39:00,115599.9,115608.0,115563.8,115563.8,121.04
2025-09-16 08:40:00,115563.9,115578.7,115563.5,115564.3,75.673
2025-09-16 08:41:00,115564.3,115578.7,115544.1,115544.1,46.743
2025-09-16 08:42:00,115544.2,115550.0,115535.0,115549.9,55.704
2025-09-16 08:43:00,115550.0,115588.2,115548.8,115548.8,79.933
2025-09-16 08:44:00,115548.9,115564.1,115548.8,115551.7,34.118
2025-09-16 08:45:00,115551.6,115591.7,115548.8,115548.8,43.611
2025-09-16 08:46:00,115548.9,115576.6,115540.0,115576.6,48.313
2025-09-16 08:47:00,115576.6,115576.6,115571.6,115571.7,28.322
